Y,X,OBJECTID,ZONE,DESCRIPTIO,Zone_label,General_Zo,SHAPE_Leng,SHAPE_Area,Comy_detec,wd100,wd200,wd300,wd400,wd500,egc100,egc200,egc300,egc400,egc500,betcen100,betcen200,betcen300,betcen400,betcen500
5929004.41228895,1756420.90453691,1774,541,Residential 4A,4A,Residential 1 - 7,870.55541,46426.81106,23,0.00000,649.16404,3339.01534,5411.99331,11589.15897,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000,114729.85610,76639.60593,211036.72930
5929066.03399276,1752902.13659885,1775,541,Residential 4A,4A,Residential 1 - 7,794.36271,19982.42524,5,0.00000,636.21901,3618.93156,7642.44436,12941.53005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,24156.00000,885385.90750,313232.93900,36699.40735
5929118.31724387,1752191.5194706,1776,101,Business 1,1,Business 1 - 12,97.40199,618.08411,12,164.66095,1421.86779,3150.49568,8424.08947,15818.98717,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1197.45048,6449.56623,427719.54560,27466.23294
5929065.43831025,1749031.72706804,1778,51,Residential 1,1,Residential 1 - 7,337.54034,4578.71681,13,342.20212,1045.07260,4444.16013,8516.13683,17719.22832,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000,6212.72358,11567.73285,10351.98324,37839.72021
5928944.59899041,1754772.28039389,1779,109,Business 9,9,Business 1 - 12,2380.41961,148843.35998,5,0.00000,0.00000,1006.32482,3684.87851,11134.85798,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,62301.69259,371656.83750,288796.87580
5929091.76907163,1753044.40896488,1780,522,Residential 2B,2B,Residential 1 - 7,217.24786,2252.97179,5,160.07958,2238.14491,3891.82594,8714.54907,14319.82662,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,24247.38095,381511.04850,44673.58157,145006.43520
5928977.02707955,1752230.98933631,1781,541,Residential 4A,4A,Residential 1 - 7,1277.09957,62158.46664,12,0.00000,1648.40133,3974.65712,9083.07969,13605.39985,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3258.80458,11599.61367,8685.95682,18880.24121
5929002.49831042,1750302.55091468,1782,626,Area C: Standard Residential,C,Structure Plan Area,859.99291,30495.37427,29,0.00000,570.08022,2069.39208,8999.10914,14610.18462,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11636.41227,22071.04798,21582.85865
5928817.63888543,1756937.13491223,1783,541,Residential 4A,4A,Residential 1 - 7,3533.35098,182705.49688,25,0.00000,643.92776,3432.63009,7098.14109,12499.54777,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,358196.18610,148838.08320,53797.64777
5929046.84764782,1750151.65139314,1784,626,Area C: Standard Residential,C,Structure Plan Area,556.80266,16330.32240,29,194.59042,1524.28361,3021.47282,7366.65144,14780.74872,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.86667,136782.49950,3128.44790,51618.45022
5928974.28813287,1752560.63744841,1785,541,Residential 4A,4A,Residential 1 - 7,839.65664,28655.17670,12,0.00000,1676.94645,4008.47957,8965.42543,14559.23510,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,23970.00000,8639.59505,497815.30410,33193.44801
5929005.58493429,1757591.53594177,1786,102,Business 2,2,Business 1 - 12,892.73060,35096.49043,14,0.00000,3060.63071,11293.36661,18714.24857,28459.68917,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,383161.59390,67200.84637,12672.28624,5791.01013
5929065.15284448,1758220.44023108,1787,31,Recreation 1,1,Recreation 1 - 4,174.95743,430.06890,14,0.00000,1349.06602,3298.08072,6211.91131,13545.54045,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.69697,4521.88873,12840.18433,292918.61870
5928959.89966939,1752680.50008399,1788,541,Residential 4A,4A,Residential 1 - 7,910.01882,23368.71648,12,175.47246,534.78277,4083.44341,9970.23080,18371.14481,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1197644.33000,298336.51530,231801.77850
5929028.83727154,1755794.03878348,1789,541,Residential 4A,4A,Residential 1 - 7,386.04505,7374.00487,23,0.00000,557.69977,1797.03428,5257.05928,11577.71083,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,168673.25980,162682.97410,58884.50141
5928886.2049228,1758155.27470128,1790,541,Residential 4A,4A,Residential 1 - 7,899.07540,23940.04107,14,169.79502,2035.65746,4711.33412,8622.33580,17591.69327,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,623.14984,7839.61417,101229.58880,58651.26088
5928982.70354767,1753198.94807343,1791,34,Recreation 4,4,Recreation 1 - 4,957.68588,15030.51948,5,115.60801,1814.38551,3691.96117,7859.59328,11502.19695,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1008.52857,94047.84245,148632.97540,15849.89521
5928990.13904201,1748979.76046035,1792,51,Residential 1,1,Residential 1 - 7,537.60381,17193.04019,13,183.02846,1887.42028,4500.33641,8761.46426,18693.14983,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11200.21267,38266.26788,23131.42524,36999.31655
5928963.99572129,1755691.68207239,1793,34,Recreation 4,4,Recreation 1 - 4,709.07397,28505.14146,23,0.00000,619.78564,1489.73131,6451.33209,8349.86664,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,401818.99830,326217.01790,206081.79200
5929047.07192307,1752743.46636765,1794,32,Recreation 2,2,Recreation 1 - 4,262.23385,3515.10872,12,0.00000,1366.12514,3354.77497,7728.54195,13158.52397,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,24678.00000,36601.78184,51349.23039,19366.79839
5928922.01515668,1748805.87019664,1795,51,Residential 1,1,Residential 1 - 7,971.07038,41734.33201,13,0.00000,1060.79065,4648.90628,8790.60822,17803.23212,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3166.71818,26991.21571,5629.50936,27419.12036
5928932.01484749,1757840.59861027,1796,541,Residential 4A,4A,Residential 1 - 7,1491.66879,51507.69200,14,0.00000,1200.40227,5811.07256,14949.48384,29190.12481,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40331.31687,370250.17610,758795.49450,52459.61001
5928852.35544755,1754097.59157852,1797,541,Residential 4A,4A,Residential 1 - 7,1175.81019,51987.10708,15,0.00000,1012.24036,1971.20908,5611.26779,11949.47440,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.00000,345965.02740,36050.25044,141955.43500
5928955.28522942,1750052.13773965,1798,626,Area C: Standard Residential,C,Structure Plan Area,840.14162,12425.87239,29,158.75558,1376.94928,3023.86944,3785.53605,8459.40745,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,3.13333,41892.47677,31424.25044,15885.28421
5928841.48484217,1756035.39482581,1799,541,Residential 4A,4A,Residential 1 - 7,1510.76803,93291.70218,23,0.00000,354.65597,1400.27092,5013.73973,10494.13624,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,92913.47649,426581.64920,55259.05943
5928863.53802513,1755134.78597193,1800,1110,Business 10,10,Business 1 - 12,1312.68591,85038.57442,15,0.00000,0.00000,546.79316,4197.13061,6760.82034,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,934562.47660,931643.72730
5928978.76058189,1754176.57251663,1801,541,Residential 4A,4A,Residential 1 - 7,594.75759,19086.38079,15,0.00000,687.77147,1624.52663,5134.89850,10715.93102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,32.00000,876808.69290,333582.40100,673633.45450
5929024.93420533,1749960.20662637,1802,32,Recreation 2,2,Recreation 1 - 4,248.88406,3431.07668,29,85.10850,954.67269,2034.11088,4052.93970,8446.58903,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.06667,32402.81503,31424.25044,14956.57140
5929065.30258259,1757361.78259573,1803,31,Recreation 1,1,Recreation 1 - 4,33.41814,41.41642,14,603.72824,4055.53824,8189.87661,17285.96420,28442.10216,0.00000,0.00000,0.00000,0.00000,0.00000,80.00000,2778.15054,19106.68215,15379.75698,28939.55796
5929057.13087801,1757479.50640004,1804,31,Recreation 1,1,Recreation 1 - 4,92.26954,203.78216,14,332.02148,4439.25659,8727.69428,17745.29272,27724.43465,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7062.90335,11033.12030,13428.73373,12110.08721
5929047.49817997,1749924.13972384,1805,626,Area C: Standard Residential,C,Structure Plan Area,137.88171,992.74717,29,85.10850,733.15954,1691.20767,5268.40991,10693.65535,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,32306.31503,95036.91332,17491.80366
5928848.87398022,1752886.56548813,1806,541,Residential 4A,4A,Residential 1 - 7,2214.89218,93105.27826,5,0.00000,267.32611,2792.15550,9424.36430,21543.18913,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,383966.82810,716377.32840,310408.94310
5928752.91755148,1750001.95799184,1807,51,Residential 1,1,Residential 1 - 7,2259.92972,141976.19950,29,0.00000,0.00000,1374.21439,5418.14408,9174.66445,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,174.94670,53138.78650
5928958.89463671,1756264.54452045,1808,541,Residential 4A,4A,Residential 1 - 7,571.63958,15319.12508,23,0.00000,325.76460,2414.88243,7249.34764,11784.42791,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1017023.77000,145786.07520,40868.00318
5928888.64465434,1749729.29859723,1809,51,Residential 1,1,Residential 1 - 7,1031.30335,58429.48079,13,0.00000,0.00000,2491.81090,5340.65065,12650.87664,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,97097.08319,200227.84230,74723.72413
5928920.38098166,1749121.72792377,1810,51,Residential 1,1,Residential 1 - 7,699.82088,26196.27256,13,0.00000,1600.96873,3050.26624,8528.34289,16479.15136,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,26129.85552,40449.17009,13430.01204,7095.57204
5928971.80504094,1750089.76250649,1811,626,Area C: Standard Residential,C,Structure Plan Area,393.16595,9352.89033,29,353.34600,1260.85345,2182.06321,4310.71554,10757.34935,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000,3.13333,2520.64516,51099.19244,9108.15806
5928966.43642893,1758283.02126564,1812,31,Recreation 1,1,Recreation 1 - 4,227.93622,419.83990,14,155.99151,1724.14114,3162.06430,5949.00915,11339.77242,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,622.15981,4723.69739,2254.28879,1816.49718
5928904.80872783,1752765.20216318,1813,31,Recreation 1,1,Recreation 1 - 4,651.13865,14871.07235,12,175.47246,735.15882,1678.85648,8048.69809,18942.71246,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,440.00000,3834.05580,43212.98341,187969.82310
5928967.06957387,1757448.15330952,1814,102,Business 2,2,Business 1 - 12,438.91776,3936.41959,14,538.31659,2814.24360,9974.77412,18638.99728,25942.02583,0.00000,0.00000,0.00000,0.00000,0.00000,0.50000,2038.65151,78024.57861,13673.43930,3027.04895
5928859.22245441,1753937.16406401,1815,541,Residential 4A,4A,Residential 1 - 7,902.57472,38087.31117,15,0.00000,353.01423,2475.56618,6769.86078,11262.32808,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1548062.99000,324290.39750,108368.92960
5928887.70096714,1755864.2317242,1816,541,Residential 4A,4A,Residential 1 - 7,712.74575,27973.56251,23,0.00000,1047.37854,1542.63595,4372.54332,8855.46389,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.00000,191809.85570,39924.92130,44786.72725
5928824.72822525,1758245.15934963,1817,522,Residential 2B,2B,Residential 1 - 7,796.64235,16320.17262,14,82.73912,2625.38701,5548.22949,7674.62694,14828.87901,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5700.33546,335514.08090,1283.33154,51936.37736
5928964.46881819,1753144.10904116,1818,541,Residential 4A,4A,Residential 1 - 7,257.93275,4174.61637,5,115.60801,1431.01091,5158.69892,8206.42926,12708.61728,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,315.97143,501317.12510,107468.21830,60044.78932
5928964.33724013,1751926.03068957,1819,32,Recreation 2,2,Recreation 1 - 4,250.49171,4022.30229,12,0.00000,969.13381,3173.05437,8786.88878,17041.16193,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,544.74854,33778.04751,47466.41976,105644.18890
5928984.28942879,1757350.06253032,1820,31,Recreation 1,1,Recreation 1 - 4,121.10967,909.11161,14,837.12132,2285.23715,8059.94876,16383.23556,24517.20317,0.00000,0.00000,0.00000,0.00000,0.00000,25.83333,119.18458,40222.57290,9932.69764,8736.12015
5928998.4826628,1757405.79687271,1821,31,Recreation 1,1,Recreation 1 - 4,38.01341,77.88520,14,923.75617,2929.16108,8135.11949,17185.30156,25233.39127,0.00000,0.00000,0.00000,0.00000,0.00000,33.33333,3415.96781,32546.30635,13665.26401,7684.17545
5928994.45873136,1757444.50218362,1822,31,Recreation 1,1,Recreation 1 - 4,80.98926,287.19808,14,631.57611,3867.54344,8867.94394,17980.95441,26077.86140,0.00000,0.00000,0.00000,0.00000,0.00000,4.16667,9299.66903,14869.54264,13673.43930,10616.92408
5928973.86315596,1757381.01433128,1823,31,Recreation 1,1,Recreation 1 - 4,115.76981,641.20729,14,713.94160,2204.85231,8466.89855,16095.21347,25060.14051,0.00000,0.00000,0.00000,0.00000,0.00000,15.00000,1815.15571,32546.30635,9932.69764,7285.66839
5928862.02846418,1753245.23339154,1824,541,Residential 4A,4A,Residential 1 - 7,656.09467,19741.92269,5,0.00000,790.52587,2342.36571,7048.00048,15191.04282,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,876.00000,241253.15640,59597.31721,96665.50993
5928873.38049685,1752097.81067266,1825,541,Residential 4A,4A,Residential 1 - 7,663.55267,12582.56315,12,0.00000,965.82374,4933.87852,11218.09806,20177.76323,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2803.24684,48752.48126,163991.95210,9948.13153
5928915.83835583,1750208.77369203,1826,32,Recreation 2,2,Recreation 1 - 4,519.58073,6787.11356,29,0.00000,1191.27105,2139.88175,5591.95749,10180.76433,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.80000,2518.47849,4244.65521,8073.24412
5928832.12192687,1749530.53556689,1827,51,Residential 1,1,Residential 1 - 7,764.49602,36125.72595,13,0.00000,357.56804,2280.96193,5104.79425,16085.62694,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,96933.14701,12879.52665,87516.66090
5928866.15231661,1751828.94628656,1828,541,Residential 4A,4A,Residential 1 - 7,770.70736,17829.58326,12,0.00000,674.39557,2596.22024,5935.31150,12178.77606,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,394.41521,30.54337,29687.81021,23476.93021
5928850.91795339,1754292.95588354,1829,32,Recreation 2,2,Recreation 1 - 4,795.13254,23635.43717,15,0.00000,965.02945,2085.84638,5638.23627,10265.26690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.00000,369365.91380,117137.75470,73857.97350
5928864.51398824,1755496.56018577,1830,1110,Business 10,10,Business 1 - 12,619.95143,15112.88042,23,0.00000,0.00000,2073.75805,4915.97698,7704.16580,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1457853.14600,406431.93550,26395.15922
5928921.05767076,1757292.07962277,1831,109,Business 9,9,Business 1 - 12,370.66308,6102.69569,14,297.16530,2685.28311,7167.72428,13962.74318,25412.57036,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,117.91451,21541.31574,2639.51526,19198.10218
5928866.9737247,1757112.73781928,1833,05,Sea outside NSCC,,Sea,925.07571,2212.73155,14,131.25649,747.79341,3784.91867,12098.23312,21082.40820,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,229.14943,58012.44029,71569.85178,31954.76055
5928941.36165992,1758304.18388121,1834,522,Residential 2B,2B,Residential 1 - 7,87.58174,168.10801,14,143.52683,1727.50094,3162.08011,5961.87120,11377.85331,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,622.15981,4723.69739,2254.28879,1816.49718
5928889.65478321,1757705.96864092,1835,102,Business 2,2,Business 1 - 12,368.34344,6558.66535,14,175.25365,1839.68696,6427.25570,18464.35980,31307.28568,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,166889.30430,10420.28981,36074.96647,125581.56970
5928810.43722169,1756635.71346916,1836,541,Residential 4A,4A,Residential 1 - 7,812.95218,39191.45092,25,0.00000,310.11534,3527.69612,6431.46313,13610.79708,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,91636.93704,51193.37702,50373.19845
5928884.65796435,1752008.61350643,1837,32,Recreation 2,2,Recreation 1 - 4,486.78962,8598.85060,12,0.00000,864.48443,3283.69228,10599.22423,19656.40947,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,23.22222,7208.05237,52092.36873,214661.77660
5928846.74211329,1749051.48420484,1838,31,Recreation 1,1,Recreation 1 - 4,514.42093,3861.26779,13,0.00000,1411.76684,3368.37698,8378.82283,17315.01271,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8340.87098,35137.05412,62136.84827,11262.51754
5928816.18985781,1758203.26315858,1839,541,Residential 4A,4A,Residential 1 - 7,617.97718,8791.86693,14,252.53414,2726.36562,5682.86399,7862.69080,15735.54494,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000,7248.71178,335514.08090,188462.98970,112751.16990
5928909.94127678,1757340.19582281,1840,102,Business 2,2,Business 1 - 12,249.23200,2471.12868,14,760.38371,3069.03269,8375.19681,15258.44173,24977.09127,0.00000,0.00000,0.00000,0.00000,0.00000,5.16667,6590.45880,36834.47510,7987.79158,19524.54047
5928307.38262411,1750655.89349365,1841,82,Rural 2,2,Rural 1 - 4,6339.02873,632871.25773,29,0.00000,0.00000,0.00000,0.00000,942.21083,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5928743.9600062,1756495.66208883,1842,541,Residential 4A,4A,Residential 1 - 7,1058.87770,40458.54645,25,0.00000,987.69533,2091.11136,6085.71539,11539.68907,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,102.00000,18168.56987,77438.49276,73558.05259
5928626.23374527,1755393.19465432,1843,1110,Business 10,10,Business 1 - 12,1595.44961,135353.15475,15,0.00000,0.00000,1524.94797,3599.23079,9010.97860,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1448439.23200,759257.24890,577797.58380
5928926.85886099,1757051.04276119,1844,05,Sea outside NSCC,,Sea,46.42403,39.51542,14,131.25649,755.58417,3363.24729,12373.29040,22118.01802,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,229.14943,39972.29470,71569.85178,133130.10790
5928898.55062279,1752399.9642151,1845,541,Residential 4A,4A,Residential 1 - 7,302.93645,4195.43083,12,209.04873,1587.71194,4176.30442,10605.24997,18962.26813,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,20347.43440,49727.57763,141903.28510,424969.00300
5928893.93228349,1757596.32705114,1846,102,Business 2,2,Business 1 - 12,260.85242,2681.42276,14,142.45937,2541.75547,9669.62974,16604.93198,28225.57716,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,133044.96000,51480.44029,5606.25064,45861.13121
5928833.78870903,1757206.51635111,1847,561,Residential 6A,6A,Residential 1 - 7,649.48756,19021.18687,14,0.00000,1573.48008,5420.07181,11727.92956,26515.81644,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1656.05596,257581.18960,59351.06172,94903.01616
5928891.96172175,1758351.43147404,1848,522,Residential 2B,2B,Residential 1 - 7,216.90493,708.79036,14,270.52026,2192.88060,3202.82553,6632.61424,10121.30205,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,21.28328,4723.69739,87.93948,25886.47072
5928765.0019204,1757330.02323478,1849,561,Residential 6A,6A,Residential 1 - 7,782.44314,28754.49351,14,0.00000,921.04882,5211.48234,13550.77621,25158.41818,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5650.05415,69774.92435,76895.94909
5928857.64366284,1757535.04944862,1850,102,Business 2,2,Business 1 - 12,500.76553,8734.71591,14,142.45937,3441.10798,7715.84169,15890.92421,26632.96728,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,98869.79988,23493.40873,7943.64971,28842.18412
5928723.16271434,1752032.61044972,1851,541,Residential 4A,4A,Residential 1 - 7,936.42328,22567.74991,12,0.00000,845.83903,5104.03779,12115.19853,18287.40643,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2453.42075,28731.50916,309226.62270,9065.13888
5928854.69162648,1752394.33838534,1852,522,Residential 2B,2B,Residential 1 - 7,495.38415,5716.68963,12,215.02093,796.17905,4213.89181,11470.45372,20805.86219,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9442.54869,49727.57763,149770.12980,55098.70781
5928888.08005536,1752340.59850187,1853,541,Residential 4A,4A,Residential 1 - 7,111.56360,685.64272,12,247.15577,1250.23501,4148.28055,9725.52647,19763.96177,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,511.43440,6901.11034,14580.09293,32938.64172
5928689.36559922,1756363.73582453,1854,541,Residential 4A,4A,Residential 1 - 7,1293.33294,58799.89406,25,0.00000,285.60812,2570.35152,6736.38065,12349.10160,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1002237.94700,326771.09460,176186.07670
5928711.67857783,1758469.80078911,1855,31,Recreation 1,1,Recreation 1 - 4,1052.12654,3730.48244,14,182.81082,1803.87098,3411.64547,7554.85440,10188.30511,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11.09548,348.49955,372.24940,252.16181
5928747.27971138,1748636.65526352,1856,31,Recreation 1,1,Recreation 1 - 4,1400.62629,9558.42945,13,0.00000,1085.98536,2046.00535,6745.52214,13793.76002,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,24.00000,2105.91972,777.32512,12009.08342
5928772.68171064,1758423.57986428,1857,522,Residential 2B,2B,Residential 1 - 7,676.67634,16125.29050,14,182.81082,771.67245,4708.22674,8186.47907,13491.45852,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6951.94086,845.51695,3300.94216
5928461.02048987,1755946.21044533,1858,541,Residential 4A,4A,Residential 1 - 7,2323.15021,169021.75395,25,0.00000,0.00000,432.04640,3361.45524,6925.85975,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,554869.73900,46302.14774
5928787.95897126,1752414.16252435,1859,541,Residential 4A,4A,Residential 1 - 7,1098.02194,38295.80144,12,0.00000,1187.16935,3673.73675,9583.83698,18453.06182,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9442.54869,30659.65727,21598.09664,113181.13580
5928761.422007,1748968.08779669,1860,51,Residential 1,1,Residential 1 - 7,978.96008,33979.32502,13,158.01469,396.69328,4146.14825,9884.84093,16134.15223,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,33373.20010,6877.02163,5676.94397
5928760.60666585,1753799.61644229,1861,541,Residential 4A,4A,Residential 1 - 7,972.19330,44883.35004,15,0.00000,1273.22782,2424.98167,5319.15732,11656.52460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,440.00000,56189.93214,488559.61170,52495.63580
5928641.66856957,1752259.64519524,1862,31,Recreation 1,1,Recreation 1 - 4,2757.01100,53642.80821,12,356.35619,356.35619,5376.91753,12356.01238,21625.73260,0.00000,0.00000,0.00000,0.00000,0.00000,2.00000,0.00000,61975.83002,10077.76489,46801.47437
5928732.32156017,1757534.16364282,1863,541,Residential 4A,4A,Residential 1 - 7,734.35204,27147.42807,14,0.00000,1782.38024,7418.25066,13744.91617,24754.07942,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,704.12243,20741.61129,12575.36858,48404.98873
5928734.24946755,1749380.97485502,1864,51,Residential 1,1,Residential 1 - 7,1035.65544,37547.75807,13,0.00000,677.93402,3829.68404,7361.18149,17520.73648,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1427.00000,29237.81417,34282.63899,64510.55866
5928726.62499252,1754515.1606428,1865,109,Business 9,9,Business 1 - 12,1083.40868,41844.10999,15,0.00000,384.35957,1336.33531,4704.21089,7204.71548,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4416.63568,143005.44600,20582.20896
5928759.27058421,1749222.79976207,1866,32,Recreation 2,2,Recreation 1 - 4,615.99683,20491.18296,13,0.00000,1825.94131,2828.85213,8494.00620,16532.49876,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,34977.16387,329.05799,892.58732,26431.22212
5928621.21494836,1754794.10177721,1867,109,Business 9,9,Business 1 - 12,1232.42128,93458.11630,15,0.00000,0.00000,898.56767,3681.59721,9095.29337,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,210236.53730,77078.58753
5928708.44705214,1758332.50162361,1868,522,Residential 2B,2B,Residential 1 - 7,713.56721,24820.46693,14,0.00000,2472.71968,5912.19252,8832.10607,15118.59843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4352.55018,18998.51215,25385.11395,6832.31495
5928805.38939861,1757681.98951605,1869,102,Business 2,2,Business 1 - 12,269.67543,3731.26832,14,410.96524,2527.74354,3980.77820,13593.53478,25948.21941,0.00000,0.00000,0.00000,0.00000,0.00000,8.00000,131271.70520,1160.08828,11226.98054,51734.60478
5928671.41499814,1751934.12545689,1870,541,Residential 4A,4A,Residential 1 - 7,951.47916,41125.52852,12,0.00000,1184.62990,4697.34118,8904.90404,18069.69081,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2317.48742,23040.90536,2616.05058,19252.95385
5928808.16230873,1753501.53166365,1871,101,Business 1,1,Business 1 - 12,145.29607,1208.55845,15,0.00000,289.29727,2883.39598,7239.43083,15445.44728,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,220099.27190,126113.57400,73554.12320
5928501.49061227,1752794.7584141,1872,541,Residential 4A,4A,Residential 1 - 7,2251.28228,101067.97060,12,0.00000,1091.60737,3955.98653,6690.31556,12967.95817,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8400.00000,42520.32082,31329.86062,130915.66610
5928789.29253688,1757745.1629344,1873,57,Residential 7,7,Residential 1 - 7,139.64819,1246.14847,14,301.04426,1933.41040,5349.49946,11903.06395,27904.70741,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,83578.97201,59967.73493,6486.79725,57005.00098
5928686.99971211,1757802.0934105,1874,541,Residential 4A,4A,Residential 1 - 7,575.42948,18454.29660,14,0.00000,2986.03424,5502.13823,8991.42729,18991.97691,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,385022.21920,23083.04551,8818.68720,13044.73481
5928758.83466479,1757668.33784486,1875,57,Residential 7,7,Residential 1 - 7,274.22153,3456.89843,14,418.75844,2503.06902,5160.92020,12998.38201,23832.07938,0.00000,0.00000,0.00000,0.00000,0.00000,12.00000,135969.12610,45719.72357,15279.90896,44706.33912
5928668.80438868,1749672.01306698,1876,51,Residential 1,1,Residential 1 - 7,693.63953,28653.58604,13,0.00000,337.59883,3885.67080,4584.77156,13717.38856,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,109346.44820,27776.31043,28336.64229
5928711.03064471,1757691.89831082,1877,541,Residential 4A,4A,Residential 1 - 7,506.72319,9912.12288,14,261.23473,1514.83228,4721.73332,8866.28466,20601.34873,0.00000,0.00000,0.00000,0.00000,0.00000,8.00000,116.11429,3298.78960,6579.41723,15933.67007
